City,Airport,Code,Country,longitude,latitude
Santiago de Compostela,Santiago de Compostela Airport,SCQ,Spain,-8.415140151977539,42.89630126953125
Seville,Seville Airport,SVQ,Spain,-5.8931097984313965,37.417999267578125
Tenerife,Tenerife North Airport,TFN,Spain,-16.3414993286,28.4827003479
Tenerife,Tenerife South Airport,TFS,Spain,-16.5725002289,28.044500351
Valencia,Valencia Airport,VLC,Spain,-0.481625,39.4893
Valladolid,Valladolid Airport,VLL,Spain,-4.85194015503,41.7061004639
Zaragoza,Zaragoza Airport,ZAZ,Spain,-1.0415500402450562,41.66619873046875
Graz,Graz Airport,GRZ,Austria,15.439599990844727,46.9911003112793
Klagenfurt,Klagenfurt Airport,KLU,Austria,14.3377,46.642502
Innsbruck,Innsbruck Airport,INN,Austria,11.344,47.260201
Linz,Linz Airport,LNZ,Austria,14.1875,48.2332
Salzburg,Salzburg Airport,SZG,Austria,13.0043001175,47.793300628699996
Vienna,Vienna International Airport,VIE,Austria,16.569700241089,48.110298156738
Baden-Baden,Karlsruhe,FKB,Germany,8.08049964905,48.7793998718
Berlin,Berlin Tegel Airport,TXL,Germany,13.2877,52.5597
Berlin,Berlin Schönefeld Airport,SXF,Germany,13.5225,52.380001
Berlin,Berlin Brandenburg Airport,BER,Germany,,
Bremen,Bremen Airport,BRE,Germany,8.78666973114,53.0475006104
Cologne,Cologne,CGN,Germany,7.1427397728,50.8658981323
Dortmund,Dortmund Airport,DTM,Germany,7.61223983765,51.51829910279999
Düsseldorf,Düsseldorf Airport,DUS,Germany,6.76678,51.289501
Frankfurt,Frankfurt Airport,FRA,Germany,8.570556,50.033333
Frankfurt,Frankfurt-Hahn Airport,HHN,Germany,7.26389,49.9487
Freiburg im Breisgau,EuroAirport Basel–Mulhouse–Freiburg,MLH,Germany,,
Freiburg im Breisgau,EuroAirport Basel–Mulhouse–Freiburg,BSL,Germany,7.529167,47.59
Freiburg im Breisgau,EuroAirport Basel–Mulhouse–Freiburg,EAP,Germany,,
Friedrichshafen,Friedrichshafen Airport,FDH,Germany,9.51148986816,47.671298980699994
Hamburg,Hamburg Airport,HAM,Germany,9.9882297515869,53.630401611328
Hanover,Langenhagen Airport,HAJ,Germany,9.685079574580001,52.461101532
Leipzig,Leipzig,LEJ,Germany,12.236389,51.423889
Lübeck,Lübeck Airport,LBC,Germany,10.7192001343,53.8054008484
Memmingen,Memmingen Airport,FMM,Germany,10.2395000458,47.988800048799995
Munich,Munich Airport,MUC,Germany,11.7861,48.353802
Nuremberg,Albrecht Dürer Airport,NUE,Germany,11.078056,49.498699
Stuttgart,Stuttgart Airport,STR,Germany,9.22196006775,48.689899444599995
Weeze,Weeze Airport,NRN,Germany,6.14216995239,51.6024017334
Athens,Athens International Airport,ATH,Greece,23.9444999695,37.9364013672
Chania,Chania International Airport,CHQ,Greece,24.149700164794922,35.531700134277344
Chios Island,Chios Island National Airport,JKH,Greece,26.140600204467773,38.34320068359375
Corfu,Ioannis Kapodistrias Airport,CFU,Greece,19.911699295043945,39.601898193359375
Heraklion,Heraklion International Airport,HER,Greece,25.180299758900002,35.3396987915
Kalamata,Kalamata International Airport,KLX,Greece,22.02549934387207,37.06829833984375
Karpathos Island,Karpathos Island National Airport,AOK,Greece,27.145999908447266,35.4213981628418
Kavala,Kavala International Airport,KVA,Greece,24.619199752807617,40.913299560546875
Kefalonia Island,Kefalonia Island International Airport,EFL,Greece,20.500499725341797,38.12009811401367
Kos Island,Kos Island International Airport,KGS,Greece,27.091699600219727,36.79330062866211
Mykonos Island,Mykonos Island National Airport,JMK,Greece,25.348100662231445,37.43510055541992
Mytilene,Mytilene International Airport,MJT,Greece,26.5983009338,39.0567016602
Preveza,Aktion National Airport,PVK,Greece,20.765300750732422,38.925498962402344
Rhodes,Rhodes International Airport,RHO,Greece,28.086200714111328,36.405399322509766
Samos,Samos International Airport,SMI,Greece,26.911699295043945,37.689998626708984
Santorini,Santorini National Airport,JTR,Greece,25.479299545288086,36.399200439453125
Skiathos Island,Skiathos Island National Airport,JSI,Greece,23.503700256347656,39.177101135253906
Skyros Island,Skyros Island National Airport,SKU,Greece,,
Thessaloniki,Thessaloniki International Airport,SKG,Greece,22.97089958190918,40.51969909667969
Volos,Nea Anchialos National Airport,VOL,Greece,22.794300079345703,39.219600677490234
Zakynthos,Zakynthos International Airport,ZTH,Greece,20.8843,37.7509
Alghero,Fertilia Airport,AHO,Italy,8.29077,40.632099
Ancona,Ancona Airport,AOI,Italy,13.3623,43.616299
Bari,Palese Airport,BRI,Italy,16.760599,41.138901
Bergamo,Orio al Serio Airport,BGY,Italy,9.70417,45.673901
Bologna,Bologna Airport,BLQ,Italy,11.2887,44.5354
Brescia,Brescia Airport,VBS,Italy,10.3306,45.428902
Brindisi,Brindisi Airport,BDS,Italy,17.947001,40.6576
Cagliari,Cagliari Airport,CAG,Italy,9.05428,39.251499
Catania,Fontanarossa Airport,CTA,Italy,15.0664,37.466801
Cuneo,Cuneo Levaldigi Airport,CUF,Italy,7.62322,44.547001
Florence,Peretola Airport,FLR,Italy,11.2051,43.810001
Genoa,Cristoforo Colombo Airport,GOA,Italy,8.8375,44.4133
Lamezia,Lamezia Terme Airport,SUF,Italy,16.2423,38.905399
Milan,Linate Airport,LIN,Italy,9.27674,45.445099
Milan,Malpensa Airport,MXP,Italy,8.72811,45.6306
Naples,Capodichino Airport,NAP,Italy,14.2908,40.886002
Olbia,Costa Smeralda Airport,OLB,Italy,9.51763,40.898701
Palermo,Palermo Airport,PMO,Italy,13.091,38.175999
Perugia,San Egidio Airport,PEG,Italy,12.5132,43.095901
Pescara,Abruzzo Airport,PSR,Italy,14.1811,42.431702
Pisa,Galileo Galilei Airport,PSA,Italy,10.3927,43.683899
Rimini,Federico Fellini Airport,RMI,Italy,12.6117,44.020302
Rome,Leonardo da Vinci-Fiumicino Airport,FCO,Italy,12.2388889,41.8002778
Rome,Rome Ciampino Airport,CIA,Italy,12.5949,41.7994
Trapani,Vincenzo Florio Airport,TPS,Italy,12.488,37.9114
Trieste,Friuli Venezia Giulia Airport,TRS,Italy,13.4722,45.827499
Turin,Caselle Airport,TRN,Italy,7.64963,45.200802
Venice,Venice Marco Polo Airport,VCE,Italy,12.3519,45.505299
Verona,Verona Airport,VRN,Italy,10.8885,45.395699
Basel-Mulhouse-Freiburg,EuroAirport Basel–Mulhouse–Freiburg,BSL,Switzerland,7.529167,47.59
Bern,Bern-Belp Airport,BRN,Switzerland,7.497149944309999,46.914100647
Geneva,Geneva International Airport,GVA,Switzerland,6.108950138092041,46.23809814453125
St. Gallen,St. Gallen-Altenrhein Airport,ACH,Switzerland,9.560770034789998,47.4850006104
Zurich,Zurich Airport,ZRH,Switzerland,8.54917,47.464699
Bydgoszcz,Bydgoszcz Ignacy Jan Paderewski Airport,BZG,Poland,17.9776992798,53.096801757799994
Gdańsk,Gdańsk Lech Wałęsa Airport,GDN,Poland,18.46619987487793,54.377601623535156
Katowice,Katowice International Airport,KTW,Poland,19.08,50.4743
Kraków,John Paul II International Airport Kraków-Balice,KRK,Poland,19.7848,50.077702
Lublin,Lublin Airport,LUZ,Poland,22.713611,51.240278
Łódź,Łódź Władysław Reymont Airport,LCJ,Poland,19.3980998993,51.721900939899996
Poznań,Poznań Ławica Airport,POZ,Poland,16.8262996674,52.421001434299995
Rzeszów,Rzeszów-Jasionka Airport,RZE,Poland,22.018999,50.110001
Szczecin,"Szczecin-Goleniów ""Solidarność"" Airport",SZZ,Poland,14.902199745199999,53.584701538100006
Warsaw,Frédéric Chopin Airport,WAW,Poland,20.967100143399996,52.1656990051
Warsaw,Modlin Airport,WMI,Poland,20.6518,52.451099
Wrocław,Copernicus Airport Wrocław,WRO,Poland,16.885799408,51.1026992798
Bucharest,Henri Coanda International Airport,OTP,Romania,26.085,44.5711111
Cluj-Napoca,Cluj-Napoca International Airport,CLJ,Romania,23.686199,46.785198
Constanța,Mihail Kogălniceanu International Airport,CND,Romania,28.488300323486328,44.36220169067383
Iași,Iași International Airport,IAS,Romania,27.6205997467041,47.17850112915039
Oradea,Oradea International Airport,OMR,Romania,21.90250015258789,47.025299072265625
Sibiu,Sibiu International Airport,SBZ,Romania,24.091299057006836,45.78559875488281
Timișoara,Traian Vuia International Airport,TSR,Romania,21.337900161743164,45.809898376464844
Tirana,Tirana International Airport Nënë Tereza,TIA,Albania,19.7206001282,41.4146995544
Yerevan,Zvartnots International Airport,EVN,Armenia,44.3959007263,40.1473007202
Gyumri,Shirak Airport,LWN,Armenia,43.859298706100006,40.7504005432
Baku,Heydar Aliyev International Airport,GYD,Azerbaijan,50.04669952392578,40.467498779296875
Ganja,Ganja International Airport,KVD,Azerbaijan,46.3176,40.737701
Nakhchivan,Nakhchivan Airport,NAJ,Azerbaijan,45.45840072631836,39.18880081176758
Qabala,Qabala International Airport,GBB,Azerbaijan,47.7125,40.826667
Lankaran,Lankaran International Airport,LLK,Azerbaijan,,
Grodno,Hrodna Airport,GNA,Belarus,24.053800582885742,53.60200119018555
Gomel,Gomel Airport,GME,Belarus,31.016700744628906,52.527000427246094
Minsk,Minsk International Airport,MSQ,Belarus,28.030700683594,53.882499694824
Banja Luka,Banja Luka International Airport,BNX,Bosnia and Herzegovina,17.297500610351562,44.94139862060547
Sarajevo,Sarajevo International Airport,SJJ,Bosnia and Herzegovina,18.331499099731445,43.82460021972656
Tuzla,Tuzla International Airport,TZL,Bosnia and Herzegovina,18.72480010986328,44.45869827270508
Mostar,Mostar International Airport,OMO,Bosnia and Herzegovina,17.84589958190918,43.282901763916016
Burgas,Burgas Airport,BOJ,Bulgaria,27.515199661254883,42.56959915161133
Plovdiv,Plovdiv Airport,PDV,Bulgaria,24.8508,42.067799
Sofia,Sofia Airport,SOF,Bulgaria,23.411436080932617,42.696693420410156
Varna,Varna Airport,VAR,Bulgaria,27.8251,43.232101
Dubrovnik,Dubrovnik Airport,DBV,Croatia,18.268199920654297,42.5614013671875
Zagreb,Franjo Tuđman Airport,ZAG,Croatia,16.0687999725,45.7429008484
Osijek,Osijek Airport,OSI,Croatia,18.810199737548828,45.46269989013672
Pula,Pula Airport,PUY,Croatia,13.922200202941895,44.89350128173828
Rijeka,Rijeka Airport,RJK,Croatia,14.570300102233887,45.21689987182617
Split,Split Airport,SPU,Croatia,16.29800033569336,43.53889846801758
Zadar,Zadar Airport,ZAD,Croatia,15.3467,44.108299
Larnaca,Larnaca International Airport,LCA,Cyprus,33.624900817871094,34.875099182128906
Paphos,Paphos International Airport,PFO,Cyprus,32.48569869995117,34.71799850463867
Tymbou,Ercan International Airport,ECN,Cyprus,33.49610137939453,35.154701232910156
Brno,Brno-Tuřany Airport,BRQ,Czech Republic,16.694400787353516,49.15129852294922
Karlovy Vary,Karlovy Vary Airport,KLV,Czech Republic,12.914999961853027,50.202999114990234
Ostrava,Leoš Janáček Ostrava Airport,OSR,Czech Republic,18.111099243164062,49.6963005065918
Prague,Prague Václav Havel Airport,PRG,Czech Republic,14.26,50.1008
Pardubice,Pardubice Airport,PED,Czech Republic,15.73859977722168,50.01340103149414
Tallinn,Lennart Meri Tallinn Airport,TLL,Estonia,24.832799911499997,59.41329956049999
Tartu,Tartu Airport,TAY,Estonia,26.690399169900004,58.3074989319
Ambrolauri,Ambrolauri Airport,UGA,Georgia,103.47599792480469,48.85499954223633
Batumi,Batumi International Airport,BUS,Georgia,41.5997009277,41.6102981567
Kutaisi,Kutaisi International Airport,KUT,Georgia,42.4826011658,42.176700592
Mestia,Queen Tamar Airport,UGM,Georgia,,
Natakhtari,Natakhtari Airfield,UGS,Georgia,,
Sokhumi,Sukhumi Babushara Airport,SUI,Georgia,41.128101348899996,42.8582000732
Tbilisi,Tbilisi International Airport,TBS,Georgia,44.95470047,41.6692008972
Budapest,Budapest Ferenc Liszt International Airport,BUD,Hungary,19.261093,47.42976
Debrecen,Debrecen International Airport,DEB,Hungary,21.615299224853516,47.48889923095703
Hévíz,Hévíz-Balaton Airport,SOB,Hungary,17.159084,46.686391
Győr-Pér,Győr-Pér International Airport,QGY,Hungary,,
Pécs-Pogány,Pécs-Pogány International Airport,QPJ,Hungary,,
Pristina,Pristina International Airport,PRN,Kosovo,21.035801,42.5728
Riga,Riga International Airport,RIX,Latvia,23.971099853515625,56.92359924316406
Ventspils,Ventspils International Airport,VNT,Latvia,21.5442008972,57.35779953
Kaunas,Kaunas Airport,KUN,Lithuania,24.084800720214844,54.96390151977539
Palanga,Palanga International Airport,PLQ,Lithuania,21.093900680541992,55.973201751708984
Šiauliai,Šiauliai International Airport,SQQ,Lithuania,23.395000457763672,55.89390182495117
Vilnius,Vilnius International Airport,VNO,Lithuania,25.285801,54.634102
Ohrid,Ohrid St. Paul the Apostle Airport,OHD,North Macedonia,20.7423,41.18
Skopje,Skopje Alexander the Great Airport,SKP,North Macedonia,21.621401,41.961601
Luqa,Malta International Airport,MLA,Malta,14.4775,35.857498
Chişinău,Chişinău International Airport,KIV,Moldova,28.930999755859375,46.92770004272461
Podgorica,Podgorica Airport,TGD,Montenegro,19.2519,42.359402
Tivat,Tivat Airport,TIV,Montenegro,18.72330093383789,42.404701232910156
Abakan,Abakan International Airport,ABA,Russia,91.38500213623047,53.7400016784668
Anadyr,Ugolny Airport,DYR,Russia,177.740997,64.734902
Anapa,Anapa Airport,AAQ,Russia,37.347301483154,45.002101898193
Arkhangelsk,Talagi Airport,ARH,Russia,40.71670150756836,64.60030364990234
Astrakhan,Narimanovo Airport,ASF,Russia,48.0063018799,46.2832984924
Barnaul,Barnaul Airport,BAX,Russia,83.53849792480469,53.363800048828125
Belgorod,Belgorod International Airport,EGO,Russia,36.5900993347168,50.643798828125
Blagoveshchensk,Ignatyevo Airport,BQS,Russia,127.41200256347656,50.42539978027344
Bratsk,Bratsk Airport,BTK,Russia,101.697998046875,56.370601654052734
Bryansk,Bryansk International Airport,BZK,Russia,34.176399,53.214199
Cheboksary,Cheboksary Airport,CSY,Russia,47.3473014831543,56.090301513671875
Chelyabinsk,Chelyabinsk Airport,CEK,Russia,61.5033,55.305801
Cherepovets,Cherepovets Airport,CEE,Russia,38.015800476100004,59.273601532
Chita,Kadala Airport,HTA,Russia,113.306,52.026299
Elista,Elista Airport,ESL,Russia,44.33089828491211,46.3739013671875
Irkutsk,Irkutsk Airport,IKT,Russia,104.38899993896,52.268001556396
Grozny,Grozny Airport,GRV,Russia,45.698601,43.388302
Kaliningrad,Khrabrovo Airport,KGD,Russia,20.592599868774414,54.88999938964844
Kazan,Kazan Airport,KZN,Russia,49.278701782227,55.606201171875
Khabarovsk,Khabarovsk Novy Airport,KHV,Russia,135.18800354004,48.52799987793
Komsomolsk-on-Amur,Komsomolsk-on-Amur Airport,KXK,Russia,136.9340057373047,50.409000396728516
Krasnodar,Pashkovsky Airport,KRR,Russia,39.170501708984,45.034698486328
Krasnoyarsk,Yemelyanovo International Airport,KJA,Russia,92.493301,56.172901
Kursk,Kursk Vostochny Airport,URS,Russia,36.29560089111328,51.7505989074707
Magadan,Sokol Airport,GDX,Russia,150.72000122070312,59.9109992980957
Magnitogorsk,Magnitogorsk International Airport,MQF,Russia,58.755699157714844,53.39310073852539
Makhachkala,Uytash Airport,MCX,Russia,47.65230178833008,42.81679916381836
Mineralnye Vody,Mineralnye Vody Airport,MRV,Russia,43.08190155029297,44.225101470947266
Moscow,Domodedovo International Airport,DME,Russia,37.90629959106445,55.40879821777344
Moscow,Sheremetyevo International Airport,SVO,Russia,37.4146,55.972599
Moscow,Vnukovo Airport,VKO,Russia,37.2615013123,55.5914993286
Murmansk,Murmansk Airport,MMK,Russia,32.75080108642578,68.78170013427734
Nalchik,Nalchik Airport,NAL,Russia,43.636600494384766,43.512901306152344
Nizhnevartovsk,Nizhnevartovsk Airport,NJC,Russia,76.48359680175781,60.94929885864258
Nizhnekamsk,Begishevo Airport,NBC,Russia,52.092498779296875,55.564701080322266
Nizhny Novgorod,Strigino Airport,GOJ,Russia,43.784000396729,56.230098724365
Novokuznetsk,Spichenkovo Airport,NOZ,Russia,86.877197,53.811401
Novosibirsk,Tolmachevo Airport,OVB,Russia,82.650703430176,55.012599945068
Omsk,Omsk Tsentralny Airport,OMS,Russia,73.31050109863281,54.96699905395508
Orenburg,Orenburg Tsentralny Airport,REN,Russia,55.45669937133789,51.795799255371094
Orsk,Orsk Airport,OSW,Russia,58.59560012817383,51.0724983215332
Perm,Perm International Airport,PEE,Russia,56.021198272705,57.914501190186
Petrozavodsk,Petrozavodsk Airport,PES,Russia,34.154701232910156,61.88520050048828
Provideniya,Provideniya Bay Airport,PVS,Russia,-173.2429962158203,64.37809753417969
Petropavlovsk-Kamchatsky,Yelizovo Airport,PKC,Russia,158.45399475097656,53.16790008544922
Pskov,Pskov Airport,PKV,Russia,28.395599365234375,57.78390121459961
Rostov-on-Don,Rostov-na-Donu Airport,ROV,Russia,39.924722,47.493888
Saint Petersburg,Pulkovo Airport,LED,Russia,30.262500762939453,59.80030059814453
Samara,Samara Kurumoch Airport,KUF,Russia,50.16429901123,53.504901885986
Saratov,Saratov Tsentralny Airport,RTW,Russia,46.04669952392578,51.564998626708984
Sochi,Sochi International Airport,AER,Russia,39.9566,43.449902
Stavropol,Stavropol Shpakovskoye Airport,STW,Russia,42.11280059814453,45.10919952392578
Surgut,Surgut International Airport,SGC,Russia,73.40180206298828,61.34370040893555
Syktyvkar,Syktyvkar Airport,SCW,Russia,50.84510040283203,61.64699935913086
Tomsk,Bogashevo Airport,TOF,Russia,85.208297729492,56.380298614502
Tyumen,Roshchino International Airport,TJM,Russia,65.3243026733,57.189601898199996
Ulan-Ude,Baikal International Airport,UUD,Russia,107.43800354003906,51.80780029296875
Ulyanovsk,Ulyanovsk Vostochny Airport,ULY,Russia,48.80270004272461,54.4010009765625
Ufa,Ufa International Airport,UFA,Russia,55.874401092529,54.557498931885
Vladivostok,Vladivostok International Airport,VVO,Russia,132.1479949951172,43.39899826049805
Vladikavkaz,Beslan Airport,OGZ,Russia,44.6066017151,43.2051010132
Volgograd,Volgograd International Airport,VOG,Russia,44.34550094604492,48.782501220703125
Voronezh,Voronezh International Airport,VOZ,Russia,39.22959899902344,51.81420135498047
Yakutsk,Yakutsk Airport,YKS,Russia,129.77099609375,62.093299865722656
Yaroslavl,Tunoshna Airport,IAR,Russia,,
Yekaterinburg,Koltsovo International Airport,SVX,Russia,60.802700042725,56.743099212646
Yuzhno-Sakhalinsk,Yuzhno-Sakhalinsk Airport,UUS,Russia,142.71800231933594,46.88869857788086
Belgrade,Belgrade Nikola Tesla Airport,BEG,Serbia,20.3090991974,44.8184013367
Niš,Niš Constantine the Great Airport,INI,Serbia,21.853701,43.337299
Bratislava,M. R. Štefánik Airport,BTS,Slovakia,17.21269989013672,48.17020034790039
Košice,Košice International Airport,KSC,Slovakia,21.241100311279297,48.66310119628906
Piešťany,Piešťany Airport,PZY,Slovakia,17.828399658203125,48.62519836425781
Poprad,Poprad-Tatry Airport,TAT,Slovakia,20.2411003113,49.073600769
Sliač,Sliač Airport,SLD,Slovakia,19.13409996032715,48.63779830932617
Žilina,Žilina Airport,ILZ,Slovakia,18.6135005951,49.231498718299996
Ljubljana,Ljubljana Jože Pučnik Airport,LJU,Slovenia,14.4576,46.223701
Maribor,Maribor Edvard Rusjan Airport,MBX,Slovenia,,
Portorož,Portorož Airport,POW,Slovenia,13.614999771118164,45.4734001159668
Adana,Şakirpaşa Airport,ADA,Turkey,35.280399322499996,36.9822006226
Ankara,Esenboğa International Airport,ESB,Turkey,32.995098114,40.128101348899996
Antalya,Antalya Airport,AYT,Turkey,30.800501,36.898701
Bodrum,Milas-Bodrum Airport,BJV,Turkey,27.6643009186,37.25059890749999
Bursa,Yenişehir Airport,YEI,Turkey,29.5625991821,40.2551994324
Dalaman,Dalaman Airport,DLM,Turkey,28.7924995422,36.7131004333
Gaziantep,Oğuzeli Airport,GZT,Turkey,37.4786987305,36.9472007751
Istanbul,Atatürk International Airport,IST,Turkey,28.751944,41.275278
Istanbul,Sabiha Gökçen International Airport,SAW,Turkey,29.3092002869,40.898601532
İzmir,Adnan Menderes Airport,ADB,Turkey,27.156999588,38.2924003601
Kayseri,Erkilet Airport,ASR,Turkey,35.4953994751,38.770401001
Konya,Konya Airport,KYA,Turkey,32.561901,37.979
Kütahya,Zafer Airport,KZR,Turkey,,
Malatya,Erhaç Airport,MLX,Turkey,38.0909996033,38.435298919699996
Nevşehir,Kapadokya Airport,NAV,Turkey,,
Samsun,Samsun-Çarşamba Airport,SZF,Turkey,,
Trabzon,Trabzon Airport,TZX,Turkey,39.78969955444336,40.99509811401367
Zonguldak,Zonguldak Airport,ONQ,Turkey,,
Kiev,Boryspil International Airport,KBP,Ukraine,30.894699096679688,50.345001220703125
Chernivtsi,Chernivtsi International Airport,CWC,Ukraine,25.98080062866211,48.259300231933594
Donetsk,Donetsk Airport,DOK,Ukraine,,
Dnipro,Dnipropetrovsk International Airport,DNK,Ukraine,35.10060119628906,48.357200622558594
Kiev,Gostomel Airport,GML,Ukraine,30.1919002532959,50.60350036621094
Ivano-Frankivsk,Ivano-Frankivsk International Airport,IFO,Ukraine,24.686100006103516,48.88420104980469
Kharkiv,Kharkiv International Airport,HRK,Ukraine,36.290000915527344,49.924800872802734
Kryvyi Rih,Kryvyi Rih International Airport,KWG,Ukraine,33.209999084472656,48.04330062866211
Kiev,Kyiv Zhuliany International Airport,IEV,Ukraine,30.45194,50.40194
